Accident_ID,Accident_Description,Police_Station,Investigation_Status,Reported_By,Insurance_Claim,Claim_Amount,Fault,Injured_Person_Name,Contact_Info,Vehicle_Damage,Repair_Cost,Legal_Proceedings,Lawyer_Involved,Lawyer_Fee
2588,Description_2588,Station_2588,Pending,Witness,False,1038,Driver,Person_2588,Contact_2588,Major,2202,False,True,2813
2589,Description_2589,Station_2589,Pending,Witness,False,3914,Other driver,Person_2589,Contact_2589,No damage,3711,False,True,2355
2590,Description_2590,Station_2590,Pending,Driver,False,7438,Driver,Person_2590,Contact_2590,Major,807,True,False,3949
2591,Description_2591,Station_2591,Pending,Witness,True,9230,Driver,Person_2591,Contact_2591,Major,2389,False,True,4621
2592,Description_2592,Station_2592,Pending,Driver,True,1186,Driver,Person_2592,Contact_2592,Minor,2481,False,True,1166
2593,Description_2593,Station_2593,Completed,Driver,True,9941,Road conditions,Person_2593,Contact_2593,Minor,4987,True,False,2765
2594,Description_2594,Station_2594,Pending,Passenger,True,6057,Road conditions,Person_2594,Contact_2594,No damage,586,True,True,4515
2595,Description_2595,Station_2595,Pending,Driver,True,3831,Driver,Person_2595,Contact_2595,Minor,1662,True,True,3664
2596,Description_2596,Station_2596,Pending,Driver,False,5557,Driver,Person_2596,Contact_2596,Minor,1365,True,True,4668
2597,Description_2597,Station_2597,Pending,Witness,False,1668,Road conditions,Person_2597,Contact_2597,No damage,4248,True,True,4261
2598,Description_2598,Station_2598,Completed,Passenger,True,6350,Road conditions,Person_2598,Contact_2598,Minor,652,False,False,4163
2599,Description_2599,Station_2599,Completed,Passenger,False,3753,Other driver,Person_2599,Contact_2599,Major,3211,False,True,3714
2600,Description_2600,Station_2600,Pending,Passenger,False,6369,Road conditions,Person_2600,Contact_2600,Minor,1117,False,False,2840
2601,Description_2601,Station_2601,Pending,Driver,False,5873,Driver,Person_2601,Contact_2601,Minor,2837,False,True,1880
2602,Description_2602,Station_2602,Completed,Passenger,False,4546,Road conditions,Person_2602,Contact_2602,Minor,2018,True,False,2550
2603,Description_2603,Station_2603,Pending,Driver,False,5748,Other driver,Person_2603,Contact_2603,Major,4421,True,True,4872
2604,Description_2604,Station_2604,Pending,Driver,True,1181,Other driver,Person_2604,Contact_2604,No damage,1437,True,False,1095
2605,Description_2605,Station_2605,Completed,Driver,False,7145,Driver,Person_2605,Contact_2605,Major,2114,True,False,3861
2606,Description_2606,Station_2606,Completed,Driver,True,4241,Road conditions,Person_2606,Contact_2606,No damage,3024,True,True,1225
2607,Description_2607,Station_2607,Pending,Passenger,True,3923,Other driver,Person_2607,Contact_2607,Major,4231,False,True,4571
2608,Description_2608,Station_2608,Completed,Passenger,False,2445,Other driver,Person_2608,Contact_2608,Minor,3907,True,False,2653
2609,Description_2609,Station_2609,Pending,Witness,False,8139,Other driver,Person_2609,Contact_2609,Major,4400,True,True,4270
2610,Description_2610,Station_2610,Pending,Passenger,False,2308,Driver,Person_2610,Contact_2610,No damage,4154,False,True,1652
2611,Description_2611,Station_2611,Pending,Witness,False,9571,Other driver,Person_2611,Contact_2611,Minor,1764,True,True,1692
2612,Description_2612,Station_2612,Pending,Passenger,True,2855,Road conditions,Person_2612,Contact_2612,No damage,4823,True,True,3214
2613,Description_2613,Station_2613,Completed,Passenger,False,9747,Driver,Person_2613,Contact_2613,Minor,2185,False,False,4186
2614,Description_2614,Station_2614,Completed,Passenger,True,5667,Road conditions,Person_2614,Contact_2614,Minor,1474,False,True,3875
2615,Description_2615,Station_2615,Completed,Driver,True,1108,Road conditions,Person_2615,Contact_2615,Major,4668,True,True,3952
2616,Description_2616,Station_2616,Pending,Passenger,False,9256,Other driver,Person_2616,Contact_2616,No damage,4591,False,False,2129
2617,Description_2617,Station_2617,Completed,Passenger,True,7034,Driver,Person_2617,Contact_2617,Major,2052,False,True,1889
2618,Description_2618,Station_2618,Pending,Witness,True,8852,Driver,Person_2618,Contact_2618,No damage,3829,False,False,3051
2619,Description_2619,Station_2619,Completed,Passenger,True,6720,Road conditions,Person_2619,Contact_2619,Major,4858,True,True,3292
2620,Description_2620,Station_2620,Pending,Driver,False,4927,Driver,Person_2620,Contact_2620,Minor,4818,True,True,2883
2621,Description_2621,Station_2621,Pending,Passenger,True,3497,Driver,Person_2621,Contact_2621,No damage,984,False,False,4860
2622,Description_2622,Station_2622,Completed,Witness,False,3976,Driver,Person_2622,Contact_2622,No damage,2738,False,False,4211
2623,Description_2623,Station_2623,Pending,Passenger,True,1740,Driver,Person_2623,Contact_2623,Major,1481,False,False,2100
2624,Description_2624,Station_2624,Pending,Passenger,True,1470,Other driver,Person_2624,Contact_2624,No damage,2218,True,False,3941
2625,Description_2625,Station_2625,Completed,Witness,False,2665,Road conditions,Person_2625,Contact_2625,Major,2693,False,True,3097
2626,Description_2626,Station_2626,Completed,Passenger,True,4990,Road conditions,Person_2626,Contact_2626,Major,3112,False,True,1652
2627,Description_2627,Station_2627,Pending,Witness,False,9301,Driver,Person_2627,Contact_2627,No damage,4291,True,True,1691
2628,Description_2628,Station_2628,Pending,Witness,True,5389,Driver,Person_2628,Contact_2628,Major,2938,False,True,4062
2629,Description_2629,Station_2629,Pending,Driver,True,3262,Road conditions,Person_2629,Contact_2629,No damage,582,True,False,4546
2630,Description_2630,Station_2630,Pending,Driver,False,1959,Road conditions,Person_2630,Contact_2630,Minor,3596,False,True,1347
2631,Description_2631,Station_2631,Completed,Witness,True,2559,Other driver,Person_2631,Contact_2631,Major,2187,True,True,4025
2632,Description_2632,Station_2632,Completed,Driver,False,1680,Driver,Person_2632,Contact_2632,Minor,2977,False,True,3532
2633,Description_2633,Station_2633,Pending,Driver,True,4773,Road conditions,Person_2633,Contact_2633,Major,4074,True,True,1207
2634,Description_2634,Station_2634,Pending,Witness,False,5991,Other driver,Person_2634,Contact_2634,No damage,2489,True,False,2652
2635,Description_2635,Station_2635,Pending,Passenger,True,2950,Other driver,Person_2635,Contact_2635,Major,1919,False,False,3708
2636,Description_2636,Station_2636,Pending,Passenger,False,5694,Driver,Person_2636,Contact_2636,Major,1351,True,False,4254
2637,Description_2637,Station_2637,Completed,Passenger,False,8057,Other driver,Person_2637,Contact_2637,No damage,4813,False,False,2545
2638,Description_2638,Station_2638,Completed,Driver,False,5762,Other driver,Person_2638,Contact_2638,Minor,959,False,True,1973
2639,Description_2639,Station_2639,Completed,Driver,True,3067,Other driver,Person_2639,Contact_2639,No damage,2111,False,False,1630
2640,Description_2640,Station_2640,Completed,Passenger,False,9148,Other driver,Person_2640,Contact_2640,Minor,3069,False,True,3139
2641,Description_2641,Station_2641,Pending,Witness,True,8356,Other driver,Person_2641,Contact_2641,Minor,3014,True,False,3716
2642,Description_2642,Station_2642,Pending,Witness,False,7508,Driver,Person_2642,Contact_2642,Major,4254,True,True,2134
2643,Description_2643,Station_2643,Pending,Witness,False,2992,Driver,Person_2643,Contact_2643,Major,3860,False,True,3442
2644,Description_2644,Station_2644,Completed,Driver,False,4231,Driver,Person_2644,Contact_2644,Minor,4203,True,True,4101
2645,Description_2645,Station_2645,Completed,Passenger,True,3513,Driver,Person_2645,Contact_2645,No damage,3233,True,False,4751
2646,Description_2646,Station_2646,Completed,Witness,False,2861,Road conditions,Person_2646,Contact_2646,Minor,2400,False,True,4546
2647,Description_2647,Station_2647,Completed,Passenger,True,6945,Driver,Person_2647,Contact_2647,Major,885,True,True,1176
2648,Description_2648,Station_2648,Pending,Passenger,False,6328,Driver,Person_2648,Contact_2648,No damage,3993,True,True,4714
2649,Description_2649,Station_2649,Pending,Driver,False,3313,Driver,Person_2649,Contact_2649,No damage,4633,False,True,3560
2650,Description_2650,Station_2650,Completed,Witness,False,1769,Other driver,Person_2650,Contact_2650,Major,3466,True,False,4359
2651,Description_2651,Station_2651,Completed,Driver,True,8136,Other driver,Person_2651,Contact_2651,No damage,3815,True,False,4366
2652,Description_2652,Station_2652,Pending,Passenger,False,4562,Other driver,Person_2652,Contact_2652,No damage,3614,False,True,2620
2653,Description_2653,Station_2653,Pending,Passenger,True,2359,Driver,Person_2653,Contact_2653,Minor,2665,False,False,1129
2654,Description_2654,Station_2654,Pending,Passenger,False,2256,Road conditions,Person_2654,Contact_2654,Minor,3153,True,False,4785
2655,Description_2655,Station_2655,Pending,Witness,True,8883,Road conditions,Person_2655,Contact_2655,Major,1847,False,True,4742
2656,Description_2656,Station_2656,Pending,Witness,True,9264,Driver,Person_2656,Contact_2656,Minor,697,False,True,3705
2657,Description_2657,Station_2657,Completed,Witness,False,6120,Road conditions,Person_2657,Contact_2657,No damage,2005,True,False,1134
2658,Description_2658,Station_2658,Pending,Passenger,False,6628,Road conditions,Person_2658,Contact_2658,Major,1516,False,False,1772
2659,Description_2659,Station_2659,Pending,Passenger,True,9674,Driver,Person_2659,Contact_2659,Major,4275,True,False,1412
2660,Description_2660,Station_2660,Completed,Witness,True,3242,Other driver,Person_2660,Contact_2660,Major,3015,True,False,4629
2661,Description_2661,Station_2661,Pending,Passenger,True,9594,Road conditions,Person_2661,Contact_2661,No damage,1331,True,False,4255
2662,Description_2662,Station_2662,Pending,Passenger,False,7147,Other driver,Person_2662,Contact_2662,Minor,2072,False,False,1002
2663,Description_2663,Station_2663,Completed,Passenger,True,1764,Driver,Person_2663,Contact_2663,No damage,603,False,True,3188
2664,Description_2664,Station_2664,Completed,Witness,False,8963,Other driver,Person_2664,Contact_2664,No damage,2532,False,False,2090
2665,Description_2665,Station_2665,Completed,Driver,False,2835,Road conditions,Person_2665,Contact_2665,Minor,1757,True,True,2095
2666,Description_2666,Station_2666,Completed,Driver,True,9995,Other driver,Person_2666,Contact_2666,Minor,2581,False,True,4761
2667,Description_2667,Station_2667,Completed,Driver,True,7068,Other driver,Person_2667,Contact_2667,No damage,836,False,False,2138
2668,Description_2668,Station_2668,Completed,Witness,True,4002,Other driver,Person_2668,Contact_2668,Minor,4792,True,False,1899
2669,Description_2669,Station_2669,Pending,Passenger,True,8126,Driver,Person_2669,Contact_2669,No damage,1494,True,True,1425
2670,Description_2670,Station_2670,Pending,Driver,True,3819,Driver,Person_2670,Contact_2670,Minor,3801,True,False,2634
2671,Description_2671,Station_2671,Pending,Driver,True,4124,Driver,Person_2671,Contact_2671,No damage,599,False,False,1587
2672,Description_2672,Station_2672,Pending,Witness,True,4195,Driver,Person_2672,Contact_2672,Minor,2610,False,True,4351
2673,Description_2673,Station_2673,Completed,Passenger,False,9501,Other driver,Person_2673,Contact_2673,Major,1857,False,False,4429
2674,Description_2674,Station_2674,Completed,Passenger,True,7995,Road conditions,Person_2674,Contact_2674,Minor,1520,False,True,1274
2675,Description_2675,Station_2675,Completed,Witness,True,7841,Other driver,Person_2675,Contact_2675,No damage,3457,False,True,4830
2676,Description_2676,Station_2676,Pending,Driver,True,7156,Other driver,Person_2676,Contact_2676,Minor,4277,False,False,4171
2677,Description_2677,Station_2677,Completed,Passenger,False,3256,Other driver,Person_2677,Contact_2677,Minor,2831,True,True,4042
2678,Description_2678,Station_2678,Pending,Passenger,False,1434,Road conditions,Person_2678,Contact_2678,No damage,2242,False,True,1081
2679,Description_2679,Station_2679,Completed,Driver,True,9078,Road conditions,Person_2679,Contact_2679,Minor,1375,False,True,1807
2680,Description_2680,Station_2680,Pending,Witness,False,7019,Road conditions,Person_2680,Contact_2680,Major,918,True,False,1759
2681,Description_2681,Station_2681,Completed,Driver,True,1849,Other driver,Person_2681,Contact_2681,Major,1490,True,False,4710
2682,Description_2682,Station_2682,Completed,Passenger,True,9298,Driver,Person_2682,Contact_2682,Major,2974,False,False,4327
2683,Description_2683,Station_2683,Pending,Witness,True,3671,Driver,Person_2683,Contact_2683,Major,1183,False,False,3849
2684,Description_2684,Station_2684,Completed,Driver,False,9311,Other driver,Person_2684,Contact_2684,Minor,542,False,True,4800
2685,Description_2685,Station_2685,Completed,Driver,False,7210,Driver,Person_2685,Contact_2685,Major,2535,True,True,1635
2686,Description_2686,Station_2686,Pending,Witness,False,9144,Driver,Person_2686,Contact_2686,Minor,3879,False,False,4078
2687,Description_2687,Station_2687,Pending,Passenger,False,6816,Other driver,Person_2687,Contact_2687,Major,2145,True,True,3122
2688,Description_2688,Station_2688,Completed,Witness,False,6788,Other driver,Person_2688,Contact_2688,Major,4472,False,True,4621
2689,Description_2689,Station_2689,Completed,Witness,False,3161,Driver,Person_2689,Contact_2689,No damage,4742,True,False,1914
2690,Description_2690,Station_2690,Completed,Passenger,True,4716,Other driver,Person_2690,Contact_2690,Minor,4497,False,False,2762
2691,Description_2691,Station_2691,Completed,Driver,False,9951,Driver,Person_2691,Contact_2691,Minor,2928,True,False,2836
2692,Description_2692,Station_2692,Completed,Witness,True,2646,Road conditions,Person_2692,Contact_2692,Minor,2274,True,True,2683
2693,Description_2693,Station_2693,Completed,Witness,False,9423,Road conditions,Person_2693,Contact_2693,No damage,2226,True,False,3522
2694,Description_2694,Station_2694,Pending,Driver,True,1561,Other driver,Person_2694,Contact_2694,Minor,3687,True,False,1222
2695,Description_2695,Station_2695,Completed,Passenger,True,7459,Driver,Person_2695,Contact_2695,No damage,1988,False,True,2752
2696,Description_2696,Station_2696,Pending,Driver,False,2806,Road conditions,Person_2696,Contact_2696,Minor,4240,True,False,2911
2697,Description_2697,Station_2697,Pending,Driver,True,1875,Other driver,Person_2697,Contact_2697,Major,1343,False,False,4201
2698,Description_2698,Station_2698,Completed,Witness,False,7514,Road conditions,Person_2698,Contact_2698,No damage,3778,False,True,3596
2699,Description_2699,Station_2699,Pending,Witness,True,4735,Road conditions,Person_2699,Contact_2699,No damage,1576,True,False,3078
2700,Description_2700,Station_2700,Completed,Passenger,True,5353,Other driver,Person_2700,Contact_2700,No damage,4808,True,False,1238
2701,Description_2701,Station_2701,Pending,Witness,False,3476,Road conditions,Person_2701,Contact_2701,Minor,2795,True,True,2577
2702,Description_2702,Station_2702,Completed,Driver,True,8761,Other driver,Person_2702,Contact_2702,Major,2013,True,False,2285
2703,Description_2703,Station_2703,Pending,Driver,True,1676,Other driver,Person_2703,Contact_2703,No damage,3397,False,False,2645
2704,Description_2704,Station_2704,Completed,Passenger,True,7806,Road conditions,Person_2704,Contact_2704,No damage,4427,True,True,4028
2705,Description_2705,Station_2705,Pending,Witness,False,4756,Road conditions,Person_2705,Contact_2705,Minor,3508,True,True,3016
2706,Description_2706,Station_2706,Pending,Witness,True,9616,Driver,Person_2706,Contact_2706,Minor,3607,True,False,4720
2707,Description_2707,Station_2707,Pending,Passenger,True,2600,Road conditions,Person_2707,Contact_2707,Major,4499,False,True,3761
2708,Description_2708,Station_2708,Pending,Passenger,False,6881,Driver,Person_2708,Contact_2708,No damage,3981,True,True,3043
2709,Description_2709,Station_2709,Pending,Witness,True,2340,Other driver,Person_2709,Contact_2709,No damage,2731,True,False,3645
2710,Description_2710,Station_2710,Pending,Passenger,True,9821,Road conditions,Person_2710,Contact_2710,No damage,566,True,True,1478
2711,Description_2711,Station_2711,Completed,Driver,False,4008,Road conditions,Person_2711,Contact_2711,No damage,2580,True,False,2204
2712,Description_2712,Station_2712,Completed,Passenger,True,3065,Other driver,Person_2712,Contact_2712,No damage,2047,False,False,3954
2713,Description_2713,Station_2713,Pending,Driver,True,8934,Road conditions,Person_2713,Contact_2713,Major,1768,True,True,1373
2714,Description_2714,Station_2714,Pending,Driver,False,1167,Driver,Person_2714,Contact_2714,No damage,2009,False,True,2618
2715,Description_2715,Station_2715,Pending,Driver,False,9208,Road conditions,Person_2715,Contact_2715,Minor,1348,True,True,2384
2716,Description_2716,Station_2716,Completed,Witness,False,8052,Driver,Person_2716,Contact_2716,No damage,2374,False,False,4019
2717,Description_2717,Station_2717,Pending,Driver,True,2545,Road conditions,Person_2717,Contact_2717,No damage,1101,True,True,3547
2718,Description_2718,Station_2718,Pending,Passenger,True,2530,Road conditions,Person_2718,Contact_2718,No damage,4701,True,False,3277
2719,Description_2719,Station_2719,Pending,Driver,True,4813,Other driver,Person_2719,Contact_2719,No damage,1912,True,True,2295
2720,Description_2720,Station_2720,Completed,Witness,True,2497,Driver,Person_2720,Contact_2720,No damage,3082,True,False,2036
2721,Description_2721,Station_2721,Pending,Witness,True,1542,Other driver,Person_2721,Contact_2721,Major,3350,False,False,2445
2722,Description_2722,Station_2722,Completed,Witness,True,9918,Other driver,Person_2722,Contact_2722,Minor,2788,False,True,2932
2723,Description_2723,Station_2723,Pending,Witness,True,1378,Other driver,Person_2723,Contact_2723,Major,595,True,False,1398
2724,Description_2724,Station_2724,Pending,Passenger,True,5435,Driver,Person_2724,Contact_2724,Minor,4720,True,False,4089
2725,Description_2725,Station_2725,Completed,Witness,True,5302,Other driver,Person_2725,Contact_2725,Minor,733,False,False,4471
2726,Description_2726,Station_2726,Pending,Passenger,True,7282,Driver,Person_2726,Contact_2726,Minor,4715,False,True,1168
2727,Description_2727,Station_2727,Pending,Witness,False,4852,Driver,Person_2727,Contact_2727,No damage,4048,True,True,2073
2728,Description_2728,Station_2728,Pending,Witness,True,5821,Road conditions,Person_2728,Contact_2728,Major,521,False,True,3153
2729,Description_2729,Station_2729,Completed,Passenger,False,1673,Driver,Person_2729,Contact_2729,Minor,3308,False,True,4179
2730,Description_2730,Station_2730,Completed,Driver,True,4520,Driver,Person_2730,Contact_2730,Minor,1735,True,True,1196
2731,Description_2731,Station_2731,Pending,Passenger,False,7346,Road conditions,Person_2731,Contact_2731,No damage,3022,False,True,4290
2732,Description_2732,Station_2732,Pending,Driver,False,3057,Other driver,Person_2732,Contact_2732,No damage,2735,False,True,4199
2733,Description_2733,Station_2733,Completed,Passenger,False,6195,Road conditions,Person_2733,Contact_2733,Major,917,True,False,4777
2734,Description_2734,Station_2734,Completed,Driver,True,6865,Road conditions,Person_2734,Contact_2734,Minor,1052,True,False,1040
2735,Description_2735,Station_2735,Pending,Witness,True,1737,Road conditions,Person_2735,Contact_2735,Minor,3087,False,True,4441
2736,Description_2736,Station_2736,Pending,Driver,False,7147,Driver,Person_2736,Contact_2736,Minor,4390,True,False,2655
2737,Description_2737,Station_2737,Pending,Driver,True,3653,Road conditions,Person_2737,Contact_2737,Major,535,True,True,1538
2738,Description_2738,Station_2738,Completed,Witness,False,8256,Driver,Person_2738,Contact_2738,No damage,4565,False,False,3746
2739,Description_2739,Station_2739,Completed,Witness,True,7749,Driver,Person_2739,Contact_2739,No damage,1030,True,True,2344
2740,Description_2740,Station_2740,Completed,Driver,False,6106,Driver,Person_2740,Contact_2740,Major,2671,True,False,3430
2741,Description_2741,Station_2741,Completed,Driver,False,3147,Driver,Person_2741,Contact_2741,No damage,3589,False,False,3189
2742,Description_2742,Station_2742,Pending,Passenger,False,8426,Other driver,Person_2742,Contact_2742,Minor,1417,True,False,1930
2743,Description_2743,Station_2743,Completed,Witness,False,2302,Driver,Person_2743,Contact_2743,Minor,3759,True,True,3326
2744,Description_2744,Station_2744,Completed,Witness,False,4075,Driver,Person_2744,Contact_2744,Major,3735,True,True,2514
2745,Description_2745,Station_2745,Completed,Witness,True,7733,Road conditions,Person_2745,Contact_2745,No damage,2567,True,False,1021
2746,Description_2746,Station_2746,Pending,Passenger,True,5805,Road conditions,Person_2746,Contact_2746,Major,1519,True,False,2562
2747,Description_2747,Station_2747,Pending,Passenger,False,2700,Driver,Person_2747,Contact_2747,Major,2523,False,False,1433
2748,Description_2748,Station_2748,Pending,Driver,True,8686,Other driver,Person_2748,Contact_2748,No damage,2660,True,True,3072
2749,Description_2749,Station_2749,Pending,Passenger,True,2024,Other driver,Person_2749,Contact_2749,Major,1840,True,True,2889
2750,Description_2750,Station_2750,Completed,Passenger,False,9791,Road conditions,Person_2750,Contact_2750,Minor,2904,False,True,3229
2751,Description_2751,Station_2751,Completed,Passenger,True,2441,Other driver,Person_2751,Contact_2751,Major,1271,False,True,1688
2752,Description_2752,Station_2752,Pending,Witness,True,8347,Road conditions,Person_2752,Contact_2752,Minor,3373,False,False,4930
2753,Description_2753,Station_2753,Pending,Driver,False,1645,Other driver,Person_2753,Contact_2753,Minor,1216,True,True,4412
2754,Description_2754,Station_2754,Pending,Passenger,True,8619,Other driver,Person_2754,Contact_2754,Major,1580,False,False,3150
2755,Description_2755,Station_2755,Completed,Passenger,False,2991,Other driver,Person_2755,Contact_2755,Minor,4659,True,False,1898
2756,Description_2756,Station_2756,Completed,Passenger,False,6838,Road conditions,Person_2756,Contact_2756,Major,3056,False,True,1664
2757,Description_2757,Station_2757,Completed,Witness,True,4372,Road conditions,Person_2757,Contact_2757,Major,1957,False,True,3542
2758,Description_2758,Station_2758,Completed,Driver,False,5747,Driver,Person_2758,Contact_2758,No damage,4101,True,True,1323
2759,Description_2759,Station_2759,Pending,Driver,True,2646,Driver,Person_2759,Contact_2759,Major,4337,True,True,2848
2760,Description_2760,Station_2760,Pending,Passenger,False,4141,Other driver,Person_2760,Contact_2760,Minor,580,False,True,3830
2761,Description_2761,Station_2761,Completed,Driver,False,8028,Other driver,Person_2761,Contact_2761,Major,2928,True,False,4778
2762,Description_2762,Station_2762,Completed,Witness,False,5319,Other driver,Person_2762,Contact_2762,Major,4495,False,False,3698
2763,Description_2763,Station_2763,Pending,Passenger,False,2754,Road conditions,Person_2763,Contact_2763,No damage,3195,True,True,3139
2764,Description_2764,Station_2764,Pending,Driver,True,1750,Other driver,Person_2764,Contact_2764,No damage,3166,False,False,3562
2765,Description_2765,Station_2765,Pending,Passenger,True,1842,Driver,Person_2765,Contact_2765,Minor,2681,True,False,3172
2766,Description_2766,Station_2766,Completed,Witness,True,4414,Other driver,Person_2766,Contact_2766,Minor,3259,False,True,2011
2767,Description_2767,Station_2767,Pending,Passenger,True,8958,Driver,Person_2767,Contact_2767,Minor,4379,True,False,4601
2768,Description_2768,Station_2768,Completed,Witness,True,4510,Other driver,Person_2768,Contact_2768,Minor,4262,False,False,1877
2769,Description_2769,Station_2769,Pending,Passenger,True,3303,Other driver,Person_2769,Contact_2769,No damage,722,True,False,3740
2770,Description_2770,Station_2770,Completed,Passenger,False,2505,Other driver,Person_2770,Contact_2770,Major,1514,True,True,3312
2771,Description_2771,Station_2771,Pending,Driver,True,2427,Driver,Person_2771,Contact_2771,No damage,1518,True,True,4710
2772,Description_2772,Station_2772,Pending,Driver,True,4854,Driver,Person_2772,Contact_2772,No damage,4474,True,False,1334
2773,Description_2773,Station_2773,Pending,Witness,True,5071,Road conditions,Person_2773,Contact_2773,No damage,2796,True,True,3151
2774,Description_2774,Station_2774,Pending,Witness,True,3374,Driver,Person_2774,Contact_2774,Major,725,False,False,2863
2775,Description_2775,Station_2775,Pending,Witness,True,6609,Other driver,Person_2775,Contact_2775,Major,3625,False,False,2959
2776,Description_2776,Station_2776,Pending,Driver,True,4805,Driver,Person_2776,Contact_2776,No damage,4560,True,True,3487
2777,Description_2777,Station_2777,Completed,Passenger,True,4935,Other driver,Person_2777,Contact_2777,Major,3627,True,True,2805
2778,Description_2778,Station_2778,Pending,Witness,True,2383,Other driver,Person_2778,Contact_2778,No damage,4447,False,True,1357
2779,Description_2779,Station_2779,Completed,Passenger,False,4276,Driver,Person_2779,Contact_2779,No damage,4911,False,False,4772
2780,Description_2780,Station_2780,Pending,Passenger,True,1279,Road conditions,Person_2780,Contact_2780,Minor,2086,True,True,4852
2781,Description_2781,Station_2781,Pending,Driver,False,6174,Driver,Person_2781,Contact_2781,No damage,4995,False,False,2786
2782,Description_2782,Station_2782,Pending,Driver,True,4978,Driver,Person_2782,Contact_2782,No damage,2015,False,True,4401
2783,Description_2783,Station_2783,Pending,Passenger,True,3270,Other driver,Person_2783,Contact_2783,No damage,1268,True,True,1619
2784,Description_2784,Station_2784,Completed,Witness,True,7861,Driver,Person_2784,Contact_2784,Minor,1535,False,True,4805
2785,Description_2785,Station_2785,Pending,Driver,True,1683,Road conditions,Person_2785,Contact_2785,Major,523,True,True,2412
2786,Description_2786,Station_2786,Pending,Passenger,True,1601,Other driver,Person_2786,Contact_2786,Minor,2673,False,False,2365
2787,Description_2787,Station_2787,Pending,Driver,True,3043,Driver,Person_2787,Contact_2787,Major,4926,False,True,1866
2788,Description_2788,Station_2788,Completed,Passenger,True,2532,Road conditions,Person_2788,Contact_2788,Minor,4700,True,False,1260
2789,Description_2789,Station_2789,Completed,Driver,True,1960,Other driver,Person_2789,Contact_2789,Major,4501,True,False,4833
2790,Description_2790,Station_2790,Pending,Witness,False,4077,Road conditions,Person_2790,Contact_2790,Minor,3792,True,True,3443
2791,Description_2791,Station_2791,Pending,Witness,False,1506,Road conditions,Person_2791,Contact_2791,No damage,2580,True,False,3644
2792,Description_2792,Station_2792,Pending,Driver,False,3315,Other driver,Person_2792,Contact_2792,Major,1684,False,False,1409
2793,Description_2793,Station_2793,Pending,Driver,True,3803,Driver,Person_2793,Contact_2793,Minor,2612,False,False,2408
2794,Description_2794,Station_2794,Completed,Driver,True,6299,Road conditions,Person_2794,Contact_2794,Minor,3647,True,True,4824
2795,Description_2795,Station_2795,Completed,Witness,True,6149,Other driver,Person_2795,Contact_2795,Minor,3617,False,True,3185
2796,Description_2796,Station_2796,Completed,Driver,False,4190,Driver,Person_2796,Contact_2796,Major,4447,True,True,2278
2797,Description_2797,Station_2797,Completed,Witness,False,4788,Road conditions,Person_2797,Contact_2797,No damage,2997,False,True,1421
2798,Description_2798,Station_2798,Completed,Driver,True,1733,Other driver,Person_2798,Contact_2798,Minor,3531,False,False,1151
2799,Description_2799,Station_2799,Completed,Driver,False,5555,Road conditions,Person_2799,Contact_2799,Major,1449,True,False,4187
2800,Description_2800,Station_2800,Pending,Passenger,False,2661,Driver,Person_2800,Contact_2800,Major,1125,False,True,3782
2801,Description_2801,Station_2801,Pending,Witness,True,5553,Driver,Person_2801,Contact_2801,No damage,904,True,False,2772
2802,Description_2802,Station_2802,Pending,Driver,False,5662,Driver,Person_2802,Contact_2802,No damage,4369,True,False,1046
2803,Description_2803,Station_2803,Completed,Witness,False,5134,Other driver,Person_2803,Contact_2803,No damage,642,True,False,4926
2804,Description_2804,Station_2804,Pending,Passenger,True,1969,Driver,Person_2804,Contact_2804,Major,4220,True,True,4924
2805,Description_2805,Station_2805,Completed,Witness,False,1261,Driver,Person_2805,Contact_2805,Major,3306,True,False,4329
2806,Description_2806,Station_2806,Pending,Witness,True,5279,Other driver,Person_2806,Contact_2806,No damage,787,False,True,4444
2807,Description_2807,Station_2807,Completed,Witness,True,5615,Driver,Person_2807,Contact_2807,Minor,4667,True,True,2630
2808,Description_2808,Station_2808,Pending,Witness,False,4599,Driver,Person_2808,Contact_2808,No damage,2318,False,False,4451
2809,Description_2809,Station_2809,Pending,Witness,True,4959,Driver,Person_2809,Contact_2809,No damage,3792,False,False,2665
2810,Description_2810,Station_2810,Completed,Witness,False,1385,Other driver,Person_2810,Contact_2810,No damage,1278,True,False,4229
2811,Description_2811,Station_2811,Pending,Witness,False,2034,Driver,Person_2811,Contact_2811,No damage,2440,False,False,4224
2812,Description_2812,Station_2812,Completed,Driver,True,2539,Road conditions,Person_2812,Contact_2812,Minor,1567,False,False,3416
2813,Description_2813,Station_2813,Pending,Driver,False,2806,Other driver,Person_2813,Contact_2813,Minor,1489,False,True,2618
2814,Description_2814,Station_2814,Pending,Witness,True,3056,Road conditions,Person_2814,Contact_2814,No damage,788,True,True,3237
2815,Description_2815,Station_2815,Pending,Witness,False,2600,Other driver,Person_2815,Contact_2815,Major,4394,False,False,3813
2816,Description_2816,Station_2816,Pending,Driver,True,4687,Other driver,Person_2816,Contact_2816,Major,3607,False,True,2280
2817,Description_2817,Station_2817,Pending,Passenger,True,5790,Other driver,Person_2817,Contact_2817,Minor,4170,False,True,3916
2818,Description_2818,Station_2818,Completed,Driver,True,1800,Road conditions,Person_2818,Contact_2818,No damage,1674,True,True,4547
